response,age,income,response_pt_2,age_range,tokens
It makes it very difficult to consider buying household goods and food I need,58.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  It makes it very difficult to consider buying household goods and food I need ,55-64,buying
It makes it very difficult to consider buying household goods and food I need,58.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  It makes it very difficult to consider buying household goods and food I need ,55-64,household
It makes it very difficult to consider buying household goods and food I need,58.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  It makes it very difficult to consider buying household goods and food I need ,55-64,goods
It makes it very difficult to consider buying household goods and food I need,58.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  It makes it very difficult to consider buying household goods and food I need ,55-64,food
It makes it very difficult to consider buying household goods and food I need,58.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  It makes it very difficult to consider buying household goods and food I need ,55-64,need
"I have been in debt don't get paid much , thankful that | can still work",63.0,"Income: $25,000 - $50,000","How has losing or going without more aid impacted you?  I have been in debt don't get paid much , thankful that | can still work ",55-64,debt
"I have been in debt don't get paid much , thankful that | can still work",63.0,"Income: $25,000 - $50,000","How has losing or going without more aid impacted you?  I have been in debt don't get paid much , thankful that | can still work ",55-64,paid
"I have been in debt don't get paid much , thankful that | can still work",63.0,"Income: $25,000 - $50,000","How has losing or going without more aid impacted you?  I have been in debt don't get paid much , thankful that | can still work ",55-64,thankful
"I have been in debt don't get paid much , thankful that | can still work",63.0,"Income: $25,000 - $50,000","How has losing or going without more aid impacted you?  I have been in debt don't get paid much , thankful that | can still work ",55-64,work
Heart to buy the basic necessities such as food and toiletries,42.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Heart to buy the basic necessities such as food and toiletries ,35-44,heart
Heart to buy the basic necessities such as food and toiletries,42.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Heart to buy the basic necessities such as food and toiletries ,35-44,buy
Heart to buy the basic necessities such as food and toiletries,42.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Heart to buy the basic necessities such as food and toiletries ,35-44,basic
Heart to buy the basic necessities such as food and toiletries,42.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Heart to buy the basic necessities such as food and toiletries ,35-44,necessities
Heart to buy the basic necessities such as food and toiletries,42.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Heart to buy the basic necessities such as food and toiletries ,35-44,food
Heart to buy the basic necessities such as food and toiletries,42.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Heart to buy the basic necessities such as food and toiletries ,35-44,toiletries
"I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.",50.0,"Income: $25,000 - $50,000","How has losing or going without more aid impacted you?     I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.    ",45-54,surviving
"I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.",50.0,"Income: $25,000 - $50,000","How has losing or going without more aid impacted you?     I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.    ",45-54,barely
"I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.",50.0,"Income: $25,000 - $50,000","How has losing or going without more aid impacted you?     I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.    ",45-54,little
"I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.",50.0,"Income: $25,000 - $50,000","How has losing or going without more aid impacted you?     I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.    ",45-54,thing
"I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.",50.0,"Income: $25,000 - $50,000","How has losing or going without more aid impacted you?     I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.    ",45-54,goes
"I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.",50.0,"Income: $25,000 - $50,000","How has losing or going without more aid impacted you?     I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.    ",45-54,wrong
"I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.",50.0,"Income: $25,000 - $50,000","How has losing or going without more aid impacted you?     I'm surviving barely, but doing it. If any little thing goes wrong, I'm screwed.    ",45-54,screwed
It’s been hard because I’m afraid of getting corona.,20.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  It’s been hard because I’m afraid of getting corona. ,18-24,hard
It’s been hard because I’m afraid of getting corona.,20.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  It’s been hard because I’m afraid of getting corona. ,18-24,afraid
It’s been hard because I’m afraid of getting corona.,20.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  It’s been hard because I’m afraid of getting corona. ,18-24,getting
It’s been hard because I’m afraid of getting corona.,20.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  It’s been hard because I’m afraid of getting corona. ,18-24,corona
im still living check to check,64.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  im still living check to check,55-64,m
im still living check to check,64.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  im still living check to check,55-64,living
im still living check to check,64.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  im still living check to check,55-64,check
im still living check to check,64.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  im still living check to check,55-64,check
Alot trying to get out of an abusive relationship,43.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Alot trying to get out of an abusive relationship ,35-44,alot
Alot trying to get out of an abusive relationship,43.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Alot trying to get out of an abusive relationship ,35-44,trying
Alot trying to get out of an abusive relationship,43.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Alot trying to get out of an abusive relationship ,35-44,abusive
Alot trying to get out of an abusive relationship,43.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Alot trying to get out of an abusive relationship ,35-44,relationship
I lost my home,40.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  I lost my home,35-44,lost
I lost my home,40.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  I lost my home,35-44,home
Have to buy things like food much less often,19.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  Have to buy things like food much less often ,18-24,buy
Have to buy things like food much less often,19.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  Have to buy things like food much less often ,18-24,things
Have to buy things like food much less often,19.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  Have to buy things like food much less often ,18-24,like
Have to buy things like food much less often,19.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  Have to buy things like food much less often ,18-24,food
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,having
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,aid
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,helped
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,family
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,allowing
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,pay
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,debt
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,working
Unable to assist adult children as much,72.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  Unable to assist adult children as much,65+,unable
Unable to assist adult children as much,72.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  Unable to assist adult children as much,65+,assist
Unable to assist adult children as much,72.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  Unable to assist adult children as much,65+,adult
Unable to assist adult children as much,72.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  Unable to assist adult children as much,65+,children
Alot trying to get out of an abusive relationship,43.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Alot trying to get out of an abusive relationship ,35-44,alot
Alot trying to get out of an abusive relationship,43.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Alot trying to get out of an abusive relationship ,35-44,trying
Alot trying to get out of an abusive relationship,43.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Alot trying to get out of an abusive relationship ,35-44,abusive
Alot trying to get out of an abusive relationship,43.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Alot trying to get out of an abusive relationship ,35-44,relationship
Four 7 months my husband had to quit his job because of the covid 19,40.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Four 7 months my husband had to quit his job because of the covid 19 ,35-44,7
Four 7 months my husband had to quit his job because of the covid 19,40.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Four 7 months my husband had to quit his job because of the covid 19 ,35-44,months
Four 7 months my husband had to quit his job because of the covid 19,40.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Four 7 months my husband had to quit his job because of the covid 19 ,35-44,husband
Four 7 months my husband had to quit his job because of the covid 19,40.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Four 7 months my husband had to quit his job because of the covid 19 ,35-44,quit
Four 7 months my husband had to quit his job because of the covid 19,40.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Four 7 months my husband had to quit his job because of the covid 19 ,35-44,job
Four 7 months my husband had to quit his job because of the covid 19,40.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Four 7 months my husband had to quit his job because of the covid 19 ,35-44,covid
Four 7 months my husband had to quit his job because of the covid 19,40.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  Four 7 months my husband had to quit his job because of the covid 19 ,35-44,19
It is very hard to live.,40.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  It is very hard to live.,35-44,hard
It is very hard to live.,40.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  It is very hard to live.,35-44,live
I'm not gonna be able to pay for my rent and bills,29.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  I'm not gonna be able to pay for my rent and bills ,25-34,gon
I'm not gonna be able to pay for my rent and bills,29.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  I'm not gonna be able to pay for my rent and bills ,25-34,na
I'm not gonna be able to pay for my rent and bills,29.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  I'm not gonna be able to pay for my rent and bills ,25-34,able
I'm not gonna be able to pay for my rent and bills,29.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  I'm not gonna be able to pay for my rent and bills ,25-34,pay
I'm not gonna be able to pay for my rent and bills,29.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  I'm not gonna be able to pay for my rent and bills ,25-34,rent
I'm not gonna be able to pay for my rent and bills,29.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  I'm not gonna be able to pay for my rent and bills ,25-34,bills
"for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk",23.0,"Income: Under $25,000","How has losing or going without more aid impacted you?  for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk ",18-24,okay
"for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk",23.0,"Income: Under $25,000","How has losing or going without more aid impacted you?  for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk ",18-24,right
"for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk",23.0,"Income: Under $25,000","How has losing or going without more aid impacted you?  for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk ",18-24,lot
"for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk",23.0,"Income: Under $25,000","How has losing or going without more aid impacted you?  for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk ",18-24,americans
"for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk",23.0,"Income: Under $25,000","How has losing or going without more aid impacted you?  for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk ",18-24,tough
"for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk",23.0,"Income: Under $25,000","How has losing or going without more aid impacted you?  for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk ",18-24,decisions
"for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk",23.0,"Income: Under $25,000","How has losing or going without more aid impacted you?  for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk ",18-24,feeding
"for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk",23.0,"Income: Under $25,000","How has losing or going without more aid impacted you?  for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk ",18-24,family
"for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk",23.0,"Income: Under $25,000","How has losing or going without more aid impacted you?  for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk ",18-24,putting
"for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk",23.0,"Income: Under $25,000","How has losing or going without more aid impacted you?  for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk ",18-24,family
"for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk",23.0,"Income: Under $25,000","How has losing or going without more aid impacted you?  for me i'm okay right now. for a lot of Americans, i cannot say the same. they have to make tough decisions on feeding  their family or putting their family at risk ",18-24,risk
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,common
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,cry
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,lot
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,feel
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,incredibly
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,sad
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,people
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,cry
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,mean
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,grieving
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,likely
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,initial
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,shock
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,disbelief
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,range
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,feelings
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,including
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,numbness
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,sense
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,unreality
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,anger
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,loneliness
"It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt.",40.0,"Income: $50,001 - $75,000","How has losing or going without more aid impacted you?  It is common to cry a lot, and feel incredibly sad. Some people never cry at all, but this doesn't mean they are not grieving. There is likely to be initial shock and disbelief as  well as a range of feelings, including numbness, a sense of unreality, anger, loneliness or guilt. ",35-44,guilt
Need to have more stimulus payments,64.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Need to have more stimulus payments,55-64,need
Need to have more stimulus payments,64.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Need to have more stimulus payments,55-64,stimulus
Need to have more stimulus payments,64.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Need to have more stimulus payments,55-64,payments
I'm slowly losing everything in my life,32.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  I'm slowly losing everything in my life,25-34,slowly
I'm slowly losing everything in my life,32.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  I'm slowly losing everything in my life,25-34,losing
I'm slowly losing everything in my life,32.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  I'm slowly losing everything in my life,25-34,life
It makes me think the government makes too much money and has too much power,44.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  It makes me think the government makes too much money and has too much power ,35-44,makes
It makes me think the government makes too much money and has too much power,44.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  It makes me think the government makes too much money and has too much power ,35-44,think
It makes me think the government makes too much money and has too much power,44.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  It makes me think the government makes too much money and has too much power ,35-44,government
It makes me think the government makes too much money and has too much power,44.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  It makes me think the government makes too much money and has too much power ,35-44,makes
It makes me think the government makes too much money and has too much power,44.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  It makes me think the government makes too much money and has too much power ,35-44,money
It makes me think the government makes too much money and has too much power,44.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  It makes me think the government makes too much money and has too much power ,35-44,power
my roommate is in the hospital alone because I cannot get there for him,54.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  my roommate is in the hospital alone because I cannot get there for him ,45-54,roommate
my roommate is in the hospital alone because I cannot get there for him,54.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  my roommate is in the hospital alone because I cannot get there for him ,45-54,hospital
Made me very income insecure. It's a month to month worry.,57.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Made me very income insecure. It's a month to month worry. ,55-64,income
